State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
VA,108,408,No,No,0.0,198.5,99.0,33.75,267.8,60.0,22.76,340.79999999999995,75,15.331250000000002,9.4,3.0,2.54,0.0,True
SC,22,408,No,No,0.0,110.3,107.0,18.75,166.5,93.0,14.15,202.3,96,9.1,9.5,5.0,2.57,0.0,False
RI,107,415,No,Yes,37.0,60.0,102.0,10.2,102.2,80.0,8.69,261.8,106,11.78,11.1,3.0,3.0,0.0,False
IN,51,510,No,No,0.0,214.8,94.0,36.52,149.7,58.0,12.72,283.4,66,12.75,10.2,5.0,2.75,0.0,False
OR,33,415,No,Yes,29.0,157.4,99.0,26.76,117.9,80.0,10.02,279.2,79,12.56,13.9,10.5,3.75,3.5,True
NJ,106,415,No,No,0.0,207.9,91.0,35.34,172.0,109.0,14.62,191.8,143,8.63,14.4,7.0,3.89,3.5,False
MS,82,408,No,No,0.0,207.0,90.0,35.19,232.9,83.0,19.8,172.4,108,7.76,9.1,8.0,2.46,3.0,False
TX,97,415,Yes,No,0.0,143.7,117.0,24.43,273.0,82.0,23.21,178.3,81,8.02,10.9,3.0,2.94,0.0,False
DC,108,510,No,No,0.0,138.6,122.0,23.56,172.3,117.0,14.65,231.6,92,10.42,9.8,3.0,2.65,1.0,False
TX,114,415,No,No,0.0,84.7,118.0,14.4,249.9,86.0,21.24,193.4,95,8.7,14.5,8.0,3.92,1.0,False
UT,59,510,No,No,0.0,155.2,79.0,26.38,235.3,123.0,20.0,169.4,80,7.62,8.7,4.0,2.35,1.0,False
MN,24,510,No,Yes,25.0,164.9,110.0,28.03,209.3,105.0,17.79,231.2,55,10.4,6.7,9.0,1.81,1.0,False
IL,151,408,No,No,0.0,134.5,88.0,22.87,143.1,112.0,12.16,223.9,61,10.08,15.4,1.0,4.16,1.0,False
NM,117,415,No,No,0.0,143.3,103.0,24.36,211.3,108.0,17.96,185.2,96,8.33,11.5,3.0,3.11,1.0,False
WV,114,510,No,Yes,30.0,206.2,79.0,35.05,260.0,91.0,22.1,291.6,83,13.12,11.4,6.0,3.08,1.0,False
RI,114,510,No,Yes,28.0,225.8,94.0,38.39,193.0,117.0,16.41,232.4,100,10.46,8.4,9.0,2.27,3.5,False
NH,119,408,No,No,0.0,138.3,89.0,23.51,170.5,78.0,14.49,263.9,98,11.88,13.5,6.0,3.65,3.0,False
MA,118,408,Yes,No,0.0,160.0,123.0,27.2,175.4,96.0,14.91,184.8,99,8.32,9.9,3.0,2.67,2.0,False
PA,101,415,No,No,0.0,206.6,105.0,35.12,224.9,117.0,19.12,249.9,100,11.25,14.6,3.0,3.94,0.0,False
OK,117,415,No,No,0.0,134.7,121.0,22.9,180.0,83.0,15.3,200.9,104,9.04,7.7,3.0,2.08,1.0,False
AL,49,415,No,Yes,28.0,214.4,78.0,36.45,235.2,100.0,19.99,206.2,107,9.28,8.0,10.5,2.16,3.0,False
WY,139,415,No,No,0.0,192.8,104.0,32.78,234.4,96.0,19.92,203.2,101,9.14,13.0,3.0,3.51,3.0,False
PA,92,408,No,Yes,28.0,151.1,90.0,25.69,194.8,79.0,16.56,239.2,114,10.76,10.0,3.0,2.7,1.0,False
HI,148,510,Yes,No,0.0,218.9,88.0,37.21,208.0,85.0,17.68,203.3,99,9.15,11.1,4.0,3.0,0.0,False
AL,131,415,No,Yes,25.0,192.7,85.0,32.76,225.9,105.0,19.2,254.2,59,11.44,10.9,6.0,2.94,2.0,False
VT,146,510,Yes,No,0.0,204.4,135.0,34.75,219.1,90.0,18.62,222.7,114,10.02,10.5,6.0,2.84,3.0,False
AK,48,415,No,Yes,37.0,211.7,115.0,35.99,159.9,84.0,13.59,144.1,80,6.48,12.2,1.0,3.29,1.0,False
MI,86,415,No,Yes,28.0,221.6,74.0,37.67,288.4,100.0,24.51,240.3,105,10.81,9.0,2.0,2.43,1.0,False
DE,71,415,No,No,0.0,197.9,108.0,33.64,181.5,109.0,15.43,281.4,56,12.66,6.7,5.0,1.81,3.0,False
MI,137,510,No,No,0.0,206.4,122.0,35.09,128.0,102.0,10.88,194.5,84,8.75,8.8,5.0,2.38,2.0,False
KS,137,408,No,No,0.0,205.9,88.0,35.0,209.3,86.0,17.79,289.9,84,13.05,14.5,4.0,3.92,2.0,False
AL,167,510,No,No,0.0,207.6,88.0,35.29,132.4,63.0,11.25,255.2,98,11.48,14.1,5.0,3.81,0.0,False
NE,132,510,No,No,0.0,99.5,110.0,16.92,129.1,80.0,10.97,125.1,124,5.63,9.7,3.0,2.62,0.0,False
WI,94,510,No,No,0.0,177.1,112.0,30.11,194.0,112.0,16.49,146.7,108,6.6,5.9,4.0,1.59,1.0,False
WI,96,510,No,Yes,18.0,172.7,86.0,29.36,133.4,113.0,11.34,259.5,70,11.68,9.8,3.0,2.65,1.0,False
IN,166,510,No,No,0.0,204.2,115.0,34.71,179.9,152.0,15.29,216.8,109,9.76,9.5,5.0,2.57,1.0,False
DC,74,415,No,No,0.0,85.7,83.0,14.57,247.7,67.0,21.05,142.4,85,6.41,10.1,5.0,2.73,2.0,False
AR,36,415,No,No,0.0,157.6,117.0,26.79,184.3,58.0,15.67,240.4,99,10.82,11.9,1.0,3.21,0.0,False
ME,113,415,No,No,0.0,215.5,129.0,36.64,218.7,117.0,18.59,207.1,91,9.32,6.6,9.0,1.78,3.5,False
MD,67,415,No,No,0.0,171.7,80.0,29.19,110.4,81.0,9.38,195.4,111,8.79,11.9,4.0,3.21,2.0,False
IA,158,415,No,No,0.0,158.0,106.0,26.86,292.5,114.0,24.86,241.1,89,10.85,9.1,4.0,2.46,1.0,False
AZ,136,510,No,No,0.0,92.0,117.0,15.64,253.6,77.0,21.56,214.1,90,9.63,10.3,10.0,2.78,1.0,False
MO,196,415,No,No,0.0,234.0,109.0,39.78,249.5,114.0,21.21,173.1,70,7.79,9.1,5.0,2.46,2.0,False
VT,113,415,No,No,0.0,272.1,111.0,46.26,268.5,118.0,22.82,213.8,105,9.62,8.5,10.0,2.3,1.0,True
RI,112,510,No,No,0.0,194.4,101.0,33.05,190.3,82.0,16.18,183.4,107,8.25,11.4,2.0,3.08,0.0,False
SD,208,415,No,No,0.0,227.2,128.0,38.62,258.4,92.0,21.96,183.5,74,8.26,8.9,4.0,2.4,3.0,False
MN,62,415,No,No,0.0,248.7,109.0,42.28,220.0,118.0,18.7,265.7,78,11.96,13.2,2.0,3.56,1.0,True
TX,110,415,No,Yes,38.0,236.3,102.0,40.17,195.9,112.0,16.65,183.5,82,8.26,9.7,6.0,2.62,1.0,False
VA,16,510,No,No,0.0,205.6,69.0,34.95,169.5,93.0,14.41,220.1,64,9.9,10.9,3.0,2.94,0.0,False
MA,73,408,No,No,0.0,94.1,136.0,16.0,280.3,122.0,23.83,205.0,77,9.23,9.8,4.0,2.65,0.0,False
ID,128,408,No,No,0.0,125.2,99.0,21.28,205.4,107.0,17.46,254.4,111,11.45,17.5,2.0,4.7250000000000005,0.0,False
MA,39,408,No,No,0.0,60.4,154.5,10.27,306.2,120.0,26.03,123.9,48,5.58,12.4,3.0,3.35,1.0,False
GA,103,415,No,Yes,28.0,121.0,105.0,20.57,270.4,100.0,22.98,160.5,76,7.22,7.7,4.0,2.08,2.0,False
RI,119,415,No,Yes,29.0,117.8,66.0,20.03,256.8,114.0,21.83,147.6,76,6.64,7.6,3.0,2.05,3.0,False
ID,173,510,No,Yes,21.0,232.4,96.0,39.51,211.9,118.0,18.01,273.0,102,12.29,5.0,5.0,1.35,3.0,False
SD,128,510,Yes,Yes,32.0,223.5,81.0,38.0,188.8,74.0,16.05,154.9,101,6.97,9.4,2.0,2.54,2.0,True
MA,86,510,No,No,0.0,176.3,79.0,29.97,259.2,97.0,22.03,287.4,78,12.93,6.2,3.0,1.67,0.0,False
WY,114,415,No,Yes,32.0,125.2,79.0,21.28,177.8,105.0,15.11,232.4,89,10.46,12.9,3.0,3.48,1.0,False
VA,104,408,No,No,0.0,138.7,107.0,23.58,256.9,113.0,21.84,234.9,74,10.57,10.0,3.0,2.7,0.0,False
OR,148,415,No,No,0.0,86.3,134.0,14.67,246.6,92.0,20.96,251.6,91,11.32,11.3,4.0,3.05,1.0,False
VA,129,408,No,No,0.0,207.0,91.0,35.19,154.9,121.0,13.17,245.1,112,11.03,13.4,5.0,3.62,3.0,False
ME,100,510,No,Yes,30.0,58.8,104.0,10.0,219.5,107.0,18.66,152.3,118,6.85,7.1,3.0,1.92,0.0,False
GA,143,408,No,Yes,33.0,239.2,109.0,40.66,235.5,112.0,20.02,156.3,95,7.03,9.5,4.0,2.57,1.0,False
IA,76,510,No,No,0.0,198.3,130.0,33.71,217.1,86.0,18.45,188.4,96,8.48,12.5,3.0,3.38,0.0,False
AZ,158,510,No,No,0.0,205.2,97.0,34.88,240.6,77.0,20.45,79.7,108,3.59,14.4,10.5,3.89,0.0,False
FL,116,510,No,No,0.0,192.1,98.0,32.66,312.9,135.0,26.6,130.2,94,5.86,7.9,2.0,2.13,3.0,False
MT,54,415,No,No,0.0,272.6,83.0,46.34,248.7,74.0,21.14,197.4,111,8.88,9.5,2.0,2.57,1.0,True
AL,86,415,No,No,0.0,128.3,121.0,21.81,197.1,93.0,16.75,138.4,152,6.23,12.2,5.0,3.29,3.5,True
DE,108,510,No,No,0.0,169.6,99.0,28.83,264.1,87.0,22.45,206.3,78,9.28,9.3,4.0,2.51,0.0,False
MT,66,510,No,No,0.0,201.3,95.0,34.22,152.8,66.0,12.99,233.2,101,10.49,7.5,4.0,2.03,1.0,False
KY,151,408,No,Yes,17.0,214.7,97.0,36.5,138.5,90.0,11.77,169.1,48,7.61,8.6,4.0,2.32,1.0,False
SC,99,510,No,No,0.0,169.2,70.0,28.76,271.5,77.0,23.08,170.2,104,7.66,10.6,2.0,2.86,0.0,False
WA,55,415,No,No,0.0,194.1,121.0,33.0,176.6,110.0,15.01,302.8,136,13.63,7.0,7.0,1.89,2.0,False
AK,78,408,No,No,0.0,225.1,67.0,38.27,199.2,127.0,16.93,175.5,102,7.9,14.6,2.0,3.94,0.0,False
GA,89,415,No,No,0.0,213.0,63.0,36.21,176.6,71.0,15.01,262.6,126,11.82,9.1,1.0,2.46,1.0,True
MN,101,415,No,No,0.0,183.9,115.0,31.26,255.9,101.0,21.75,275.0,145,12.38,10.8,10.5,2.92,1.0,False
IL,44,415,No,Yes,34.0,221.8,105.0,37.71,161.7,85.0,13.74,227.7,62,10.25,14.0,7.0,3.78,0.0,False
IN,98,408,No,Yes,21.0,64.6,98.0,10.98,176.1,86.0,14.97,244.8,84,11.02,3.1000000000000005,0.0,0.8449999999999995,2.0,False
SC,64,510,No,Yes,37.0,154.6,92.0,26.28,83.4,103.0,7.09,165.9,99,7.47,13.3,3.0,3.59,1.0,False
VA,141,415,No,No,0.0,260.2,131.0,44.23,179.2,120.0,15.23,135.0,119,6.08,7.2,8.0,1.94,3.0,False
WI,81,415,No,Yes,33.0,161.6,117.0,27.47,123.0,90.0,10.46,261.3,101,11.76,12.2,5.0,3.29,1.0,False
VT,162,510,No,No,0.0,220.6,117.0,37.5,155.2,121.0,13.19,186.7,89,8.4,10.5,10.5,2.84,1.0,False
AZ,83,415,No,Yes,41.0,155.9,122.0,26.5,162.3,107.0,13.8,127.6,105,5.74,13.1,5.0,3.54,3.0,False
FL,100,510,No,No,0.0,107.0,63.0,18.19,105.7,67.0,8.98,243.1,74,10.94,12.8,3.0,3.46,3.5,True
AK,59,510,No,No,0.0,182.5,104.0,31.03,204.7,95.0,17.4,229.9,100,10.35,11.3,8.0,3.05,3.5,False
AR,179,415,Yes,Yes,38.0,220.1,78.0,37.42,234.3,71.0,19.92,237.3,85,10.68,10.1,4.0,2.73,3.5,False
AR,79,408,No,No,0.0,152.2,112.0,25.87,177.2,132.0,15.06,96.4,87,4.34,5.3,3.0,1.43,1.0,False
AK,117,415,No,No,0.0,181.5,95.0,30.86,205.1,88.0,17.43,204.0,82,9.18,14.7,9.0,3.97,2.0,False
ME,31,415,No,No,0.0,166.1,105.0,28.24,79.3,93.0,6.74,213.7,98,9.62,12.7,2.0,3.43,1.0,False
NM,122,408,No,Yes,23.0,134.2,85.0,22.81,227.3,132.0,19.32,122.4,96,5.51,8.5,2.0,2.3,2.0,False
NE,37,408,Yes,Yes,39.0,149.7,122.0,25.45,211.1,75.0,17.94,114.3,90,5.14,9.2,4.0,2.48,1.0,False
SC,90,408,No,Yes,29.0,150.1,109.0,25.52,264.7,103.0,22.5,178.4,97,8.03,5.8,4.0,1.57,1.0,False
CO,159,408,Yes,No,0.0,257.1,53.0,43.71,312.2,127.0,26.54,183.0,82,8.24,8.8,6.0,2.38,1.0,True
OH,39,415,No,Yes,36.0,141.7,121.0,24.09,232.3,113.0,19.75,222.1,131,9.99,12.0,5.0,3.24,1.0,False
OK,194,408,No,No,0.0,162.3,88.0,27.59,213.7,118.0,18.16,192.1,81,8.64,10.9,2.0,2.94,0.0,False
CO,154,415,No,No,0.0,324.65,75.0,55.18000000000001,216.5,94.0,18.4,253.9,100,11.43,10.1,9.0,2.73,1.0,True
NC,112,415,No,No,0.0,193.3,96.0,32.86,264.1,123.0,22.45,128.6,115,5.79,9.1,3.0,2.46,3.5,False
MD,45,415,No,No,0.0,78.2,127.0,13.29,253.4,108.0,21.54,255.0,100,11.48,17.5,3.0,4.7250000000000005,1.0,False
KS,132,415,No,No,0.0,83.4,110.0,14.18,232.2,137.0,19.74,146.7,114,6.6,7.6,5.0,2.05,1.0,False
MA,128,415,No,No,0.0,195.6,99.0,33.25,267.8,120.0,22.76,164.9,76,7.42,16.0,2.0,4.32,0.0,False
NM,56,408,No,No,0.0,197.0,110.0,33.49,222.8,102.0,18.94,225.3,91,10.14,10.6,6.0,2.86,2.0,False
CA,151,415,Yes,No,0.0,218.0,57.0,37.06,114.4,88.0,9.72,269.2,95,12.11,12.4,1.0,3.35,0.0,True
NY,32,415,No,No,0.0,164.8,98.0,28.02,229.9,96.0,19.54,167.3,108,7.53,14.8,2.0,4.0,2.0,False
AZ,90,415,No,No,0.0,179.2,77.0,30.46,210.7,99.0,17.91,276.9,58,12.46,9.2,6.0,2.48,2.0,False
DC,138,415,No,No,0.0,170.5,87.0,28.99,118.2,116.0,10.05,187.9,111,8.46,11.2,7.0,3.02,2.0,False
ND,79,408,No,No,0.0,205.7,123.0,34.97,214.5,108.0,18.23,226.1,106,10.17,6.7,10.5,1.81,1.0,False
MO,95,415,Yes,No,0.0,165.5,84.0,28.14,286.2,112.0,24.33,198.9,89,8.95,11.5,2.0,3.11,1.0,True
KS,127,415,No,No,0.0,221.0,100.0,37.57,160.7,113.0,13.66,233.1,96,10.49,6.8,4.0,1.84,2.0,False
SD,137,510,No,No,0.0,242.1,118.0,41.16,191.0,93.0,16.24,218.6,50,9.84,14.7,2.0,3.97,3.0,False
OK,97,415,No,No,0.0,151.6,107.0,25.77,155.4,96.0,13.21,240.0,112,10.8,14.7,4.0,3.97,1.0,False
OR,149,415,Yes,No,0.0,176.2,87.0,29.95,145.0,81.0,12.33,249.5,92,11.23,5.7,4.0,1.54,0.0,False
IN,117,415,Yes,Yes,22.0,196.0,82.0,33.32,322.7,82.0,27.43,225.6,120,10.15,3.7,5.0,1.0,1.0,False
OH,84,408,No,No,0.0,159.5,125.0,27.12,247.1,90.0,21.0,187.9,82,8.46,7.2,4.0,1.94,2.0,False
KS,137,415,No,No,0.0,230.2,113.0,39.13,220.4,79.0,18.73,204.7,111,9.21,10.7,7.0,2.89,3.5,False
CT,99,415,No,No,0.0,146.7,64.0,24.94,274.0,99.0,23.29,321.3,98,14.46,8.9,1.0,2.4,3.0,False
WI,85,415,No,No,0.0,102.0,95.0,17.34,270.2,139.0,22.97,148.2,105,6.67,10.7,3.0,2.89,1.0,False
MS,150,510,No,No,0.0,126.0,99.0,21.42,238.5,73.0,20.27,285.1,100,12.83,10.2,6.0,2.75,3.0,False
WV,43,415,No,No,0.0,168.4,125.0,28.63,243.8,89.0,20.72,214.7,102,9.66,11.1,2.0,3.0,1.0,False
MD,98,415,No,No,0.0,206.5,92.0,35.11,176.2,152.0,14.98,232.8,115,10.48,12.4,5.0,3.35,3.5,False
PA,112,510,No,No,0.0,217.1,76.0,36.91,205.2,100.0,17.44,185.7,91,8.36,9.4,3.0,2.54,2.0,False
WI,16,510,No,No,0.0,229.6,78.0,39.03,205.7,108.0,17.48,166.2,91,7.48,10.8,2.0,2.92,0.0,True
TN,98,415,No,Yes,22.0,278.3,89.0,47.31,93.4,143.0,7.94,107.6,48,4.84,9.7,5.0,2.62,0.0,False
IL,84,510,No,No,0.0,181.5,129.0,30.86,130.7,112.0,11.11,186.5,118,8.39,8.5,4.0,2.3,1.0,False
DC,66,415,No,No,0.0,167.3,91.0,28.44,230.0,68.0,19.55,191.7,118,8.63,10.6,5.0,2.86,1.0,True
GA,98,415,No,Yes,31.0,121.0,105.0,20.57,218.9,98.0,18.61,226.7,110,10.2,12.0,1.0,3.24,1.0,False
ID,74,415,No,No,0.0,221.1,124.0,37.59,110.8,94.0,9.42,240.1,112,10.8,10.6,3.0,2.86,0.0,False
KY,119,510,No,No,0.0,222.8,122.0,37.88,163.2,107.0,13.87,160.6,112,7.23,11.2,6.0,3.02,1.0,False
OH,73,415,No,No,0.0,183.4,80.0,31.18,242.0,115.0,20.57,201.4,100,9.06,7.5,3.0,2.03,3.5,False
WI,92,415,Yes,No,0.0,264.3,91.0,44.93,160.9,115.0,13.68,198.6,73,8.94,9.3,5.0,2.51,0.0,False
IL,21,415,No,No,0.0,146.0,78.0,24.82,109.7,79.0,9.32,247.4,108,11.13,6.8,7.0,1.84,0.0,False
DE,122,510,No,No,0.0,157.1,134.0,26.71,184.9,122.0,15.72,197.2,59,8.87,8.5,5.0,2.3,3.5,True
RI,133,510,Yes,No,0.0,127.3,108.0,21.64,251.3,81.0,21.36,135.0,88,6.08,10.3,3.0,2.78,1.0,False
TX,145,415,No,No,0.0,187.9,110.0,31.94,197.0,117.0,16.75,167.0,108,7.52,4.8,4.0,1.3,2.0,False
OR,25,408,No,No,0.0,178.8,90.0,30.4,141.2,72.0,12.0,203.0,99,9.14,8.4,5.0,2.27,2.0,False
MS,126,415,No,No,0.0,256.5,112.0,43.61,199.5,90.0,16.96,188.3,122,8.47,7.0,5.0,1.89,3.0,False
OR,76,415,No,No,0.0,169.5,77.0,28.82,124.0,87.0,10.54,219.4,92,9.87,10.0,3.0,2.7,0.0,False
DE,113,415,No,No,0.0,239.7,47.0,40.75,282.9,110.0,24.05,238.4,88,10.73,8.7,3.0,2.35,2.0,True
DE,208,510,Yes,No,0.0,171.5,99.0,29.16,160.0,103.0,13.6,212.4,102,9.56,5.0,2.0,1.35,1.0,True
SD,128,408,No,Yes,34.0,142.3,73.0,24.19,194.8,79.0,16.56,239.3,81,10.77,16.0,6.0,4.32,1.0,False
NV,115,415,No,No,0.0,184.1,98.0,31.3,327.0,73.0,27.8,212.5,106,9.56,7.5,6.0,2.03,2.0,False
NM,141,415,No,Yes,28.0,206.9,126.0,35.17,264.4,126.0,22.47,171.8,124,7.73,9.3,10.5,2.51,2.0,False
MN,51,510,No,No,0.0,259.9,114.0,44.18,176.2,94.0,14.98,77.2,112,3.47,15.3,1.0,4.13,1.0,False
NJ,100,415,No,No,0.0,203.8,122.0,34.65,283.1,76.0,24.06,197.3,83,8.88,12.5,3.0,3.38,0.0,False
IN,96,415,No,Yes,45.0,248.8,124.0,42.3,140.3,77.0,11.93,263.6,102,11.86,10.3,2.0,2.78,3.0,False
ME,163,415,No,No,0.0,122.4,129.0,20.81,113.4,108.0,9.64,180.2,97,8.11,12.5,7.0,3.38,1.0,False
NH,67,415,No,Yes,40.0,104.9,65.0,17.83,216.3,93.0,18.39,217.4,128,9.78,9.6,9.0,2.59,1.0,False
OR,49,510,No,No,0.0,119.4,69.0,20.3,273.3,92.0,23.23,214.4,152,9.65,12.4,7.0,3.35,2.0,False
KS,46,510,No,No,0.0,250.3,100.0,42.55,260.6,90.0,22.15,195.0,104,8.78,13.3,2.0,3.59,2.0,True
NE,148,415,No,No,0.0,178.3,98.0,30.31,282.6,110.0,24.02,181.0,98,8.15,11.4,4.0,3.08,1.0,False
MI,112,510,No,No,0.0,243.4,77.0,41.38,182.1,97.0,15.48,259.2,94,11.66,12.8,2.0,3.46,1.0,False
SC,78,415,No,No,0.0,155.0,106.0,26.35,175.3,101.0,14.9,155.6,125,7.0,11.8,5.0,3.19,2.0,False
PA,61,408,No,Yes,31.0,288.7,101.0,49.08,203.8,102.0,17.32,203.2,49,9.14,8.6,3.0,2.32,0.0,False
MT,58,510,No,Yes,29.0,240.4,80.0,40.87,118.9,91.0,10.11,164.2,108,7.39,11.2,3.0,3.02,1.0,False
NM,155,415,No,No,0.0,190.3,123.0,32.35,301.3,96.0,25.61,214.6,134,9.66,8.0,3.0,2.16,1.0,False
OH,100,510,No,No,0.0,278.0,76.0,47.26,176.7,74.0,15.02,219.5,126,9.88,8.3,4.0,2.24,0.0,True
WY,113,510,No,No,0.0,155.0,93.0,26.35,330.6,106.0,28.1,189.4,123,8.52,13.5,3.0,3.65,1.0,False
AR,135,510,No,Yes,27.0,273.4,141.0,46.48,154.0,99.0,13.09,245.8,112,11.06,12.3,6.0,3.32,1.0,False
FL,99,408,No,No,0.0,155.3,93.0,26.4,265.7,95.0,22.58,145.7,67,6.56,12.4,4.0,3.35,0.0,False
AR,59,510,No,Yes,29.0,133.1,114.0,22.63,221.2,82.0,18.8,131.6,103,5.92,6.8,3.0,1.84,1.0,False
MO,135,510,No,No,0.0,246.8,129.0,41.96,187.8,121.0,15.96,154.5,109,6.95,12.6,5.0,3.4,1.0,False
WI,85,408,Yes,No,0.0,165.4,107.0,28.12,196.0,126.0,16.66,340.79999999999995,110,15.331250000000002,9.6,7.0,2.59,2.0,False
TX,88,510,No,No,0.0,138.3,116.0,23.51,236.0,138.0,20.06,179.1,110,8.06,9.6,4.0,2.59,3.0,False
NM,55,510,No,No,0.0,286.7,100.0,48.74,134.4,121.0,11.42,192.9,122,8.68,6.9,5.0,1.86,2.0,False
GA,75,415,No,No,0.0,117.3,114.0,19.94,201.1,61.0,17.09,107.9,82,4.86,12.2,3.0,3.29,1.0,False
KS,86,408,No,Yes,23.0,225.5,107.0,38.34,246.3,105.0,20.94,245.7,81,11.06,9.8,2.0,2.65,0.0,False
OH,97,408,No,No,0.0,256.4,125.0,43.59,273.9,100.0,23.28,222.7,101,10.02,11.1,1.0,3.0,1.0,True
MA,88,415,No,No,0.0,264.8,124.0,45.02,245.4,112.0,20.86,160.5,115,7.22,14.8,2.0,4.0,1.0,True
KY,54,408,No,No,0.0,159.8,99.0,27.17,264.0,64.0,22.44,115.7,70,5.21,9.7,7.0,2.62,2.0,False
DC,11,415,No,Yes,28.0,190.6,86.0,32.4,220.1,122.0,18.71,180.3,80,8.11,6.0,3.0,1.62,3.0,False
WA,109,415,No,No,0.0,184.0,120.0,31.28,120.4,119.0,10.23,153.7,86,6.92,11.0,3.0,2.97,0.0,False
UT,90,415,No,No,0.0,261.8,128.0,44.51,220.6,104.0,18.75,136.6,91,6.15,9.6,5.0,2.59,1.0,False
NV,91,408,No,No,0.0,133.7,75.0,22.73,195.3,87.0,16.6,280.5,89,12.62,5.9,2.0,1.59,0.0,False
ND,105,415,No,Yes,23.0,193.5,85.0,32.9,220.2,90.0,18.72,272.4,111,12.26,8.5,5.0,2.3,0.0,False
NV,71,415,Yes,No,0.0,178.2,113.0,30.29,167.8,94.0,14.26,182.1,111,8.19,13.6,3.0,3.67,3.0,True
FL,132,510,No,Yes,36.0,226.2,103.0,38.45,181.6,125.0,15.44,258.8,102,11.65,10.5,5.0,2.84,3.0,True
MD,112,415,No,No,0.0,170.4,103.0,28.97,200.2,71.0,17.02,258.3,100,11.62,11.6,4.0,3.13,1.0,False
AL,41,510,No,Yes,34.0,194.4,63.0,33.05,254.9,110.0,21.67,160.2,115,7.21,17.2,9.0,4.64,2.0,False
NE,44,415,No,No,0.0,240.3,146.0,40.85,164.6,83.0,13.99,240.7,106,10.83,10.6,2.0,2.86,1.0,False
NV,78,408,No,No,0.0,75.0,116.0,12.75,248.7,87.0,21.14,176.0,83,7.92,9.5,6.0,2.57,3.0,False
IL,149,408,No,No,0.0,69.1,117.0,11.75,136.3,100.0,11.59,181.7,53,8.18,6.3,3.0,1.7,1.0,False
WV,72,510,No,Yes,33.0,96.6,59.0,16.42,315.4,98.0,26.81,163.3,117,7.35,6.2,4.0,1.67,3.5,True
AR,74,510,No,No,0.0,148.5,111.0,25.25,146.5,46.5,12.45,289.2,83,13.01,9.9,6.0,2.67,3.0,False
UT,50,510,No,No,0.0,258.1,106.0,43.88,161.4,106.0,13.72,225.1,110,10.13,11.7,5.0,3.16,1.0,False
GA,141,510,No,Yes,23.0,149.7,112.0,25.45,162.5,118.0,13.81,220.3,115,9.91,7.6,2.0,2.05,3.0,False
AZ,140,408,No,No,0.0,149.8,134.0,25.47,164.4,98.0,13.97,294.7,124,13.26,8.1,2.0,2.19,1.0,False
ID,99,408,No,No,0.0,190.4,102.0,32.37,158.1,107.0,13.44,271.5,92,12.22,11.2,4.0,3.02,2.0,False
HI,166,408,No,No,0.0,181.4,108.0,30.84,253.8,54.0,21.57,112.3,94,5.05,11.6,6.0,3.13,1.0,False
MD,74,415,No,No,0.0,155.7,116.0,26.47,173.7,63.0,14.76,257.4,97,11.58,8.1,4.0,2.19,0.0,False
GA,117,510,No,No,0.0,149.9,95.0,25.48,256.1,110.0,21.77,212.7,92,9.57,13.3,10.5,3.59,2.0,False
GA,85,510,No,No,0.0,222.3,132.0,37.79,231.5,101.0,19.68,223.5,75,10.06,11.0,2.0,2.97,3.0,False
UT,36,415,No,Yes,16.0,149.4,111.0,25.4,131.8,113.0,11.2,132.7,87,5.97,6.7,2.0,1.81,0.0,False
IN,76,415,No,No,0.0,204.2,100.0,34.71,292.6,139.0,24.87,244.3,105,10.99,10.5,2.0,2.84,0.0,False
VT,165,510,No,No,0.0,242.9,126.0,41.29,209.8,65.0,17.83,228.4,126,10.28,3.1000000000000005,0.0,0.8449999999999995,1.0,False
IA,130,415,No,No,0.0,150.4,119.0,25.57,230.5,99.0,19.59,186.3,76,8.38,12.3,4.0,3.32,1.0,False
ME,92,415,Yes,No,0.0,130.7,113.0,22.22,260.6,122.0,22.15,244.2,98,10.99,9.4,2.0,2.54,2.0,True
MD,18,408,No,No,0.0,273.6,93.0,46.51,114.6,116.0,9.74,250.6,120,11.28,8.2,4.0,2.21,1.0,False
FL,161,415,Yes,No,0.0,156.1,114.0,26.54,180.3,63.0,15.33,179.6,115,8.08,11.1,9.0,3.0,2.0,False
CA,93,415,No,Yes,36.0,178.7,134.0,30.38,178.6,102.0,15.18,126.8,82,5.71,8.0,4.0,2.16,2.0,False
AL,144,415,No,No,0.0,177.5,93.0,30.18,287.4,75.0,24.43,180.5,118,8.12,11.9,3.0,3.21,2.0,False
WV,95,415,No,No,0.0,175.2,91.0,29.78,244.4,109.0,20.77,75.8,95,3.41,7.5,2.0,2.03,1.0,False
FL,124,415,No,Yes,28.0,251.4,104.0,42.74,225.1,89.0,19.13,251.9,121,11.34,7.5,5.0,2.03,1.0,False
MI,93,415,Yes,No,0.0,216.9,61.0,36.87,207.4,120.0,17.63,221.7,110,9.98,17.5,5.0,4.7250000000000005,1.0,True
MI,109,415,Yes,Yes,26.0,217.2,138.0,36.92,145.5,111.0,12.37,280.7,76,12.63,9.3,3.0,2.51,0.0,False
NM,80,510,No,No,0.0,206.3,97.0,35.07,154.9,98.0,13.17,263.6,82,11.86,12.4,10.5,3.35,0.0,False
